,Title,ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7
369,Die Hard 2,1573,7/2/1990,1990,7,2,/wUEizkONxPZmIWQ2lnMttW0suXH.jpg,Action,Thriller,,,,,
370,Cloudy with a Chance of Meatballs,22794,9/17/2009,2009,9,17,/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,Animation,Comedy,Family,,,,
371,Transformers: Dark of the Moon,38356,6/28/2011,2011,6,28,/yUqm7eke9oL0ZmKJfgIJLs8WNuJ.jpg,Action,Science Fiction,Adventure,,,,
372,Paul,39513,2/14/2011,2011,2,14,/bX8TP2qRWh2OcmeUHGn1ENDkCu6.jpg,Adventure,Comedy,Science Fiction,,,,
373,The Other Guys,27581,8/6/2010,2010,8,6,/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg,Action,Comedy,Crime,,,,
374,The Da Vinci Code,591,5/17/2006,2006,5,17,/6jexEWBXepwB1ZLpCEllI04Agrb.jpg,Thriller,Mystery,,,,,
375,Men in Black II,608,7/3/2002,2002,7,3,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,Action,Adventure,Comedy,Science Fiction,,,
376,Twilight,8966,11/20/2008,2008,11,20,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,Fantasy,Drama,Romance,,,,
377,Ghostbusters II,2978,6/16/1989,1989,6,16,/yObYPMA58DnTMvJooFW7GG6jWAt.jpg,Comedy,Fantasy,,,,,
378,Team America: World Police,3989,1/14/2004,2004,1,14,/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,Adventure,Action,Comedy,,,,
379,"Planes, Trains and Automobiles",2609,11/26/1987,1987,11,26,/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,Comedy,,,,,,
380,First Blood,1368,10/22/1982,1982,10,22,/fVamGe8rfEQUrMbzumL1t0DslCA.jpg,Action,Adventure,Thriller,War,,,
381,The Butterfly Effect,1954,1/22/2004,2004,1,22,/jY0hIz8eolynHqWN8vrTo0cypBI.jpg,Science Fiction,Thriller,,,,,
382,The Dictator,76493,5/15/2012,2012,5,15,/7NkfBiQWyCL3HPOskZNgcFslyCr.jpg,Comedy,,,,,,
383,What's Eating Gilbert Grape,1587,12/17/1993,1993,12,17,/8FxWgsfDNosewo7H65oE4QkOb7g.jpg,Romance,Drama,,,,,
384,A Good Day to Die Hard,47964,2/6/2013,2013,2,6,/evxtv4e8Amm436Y5rW16RkGu8pX.jpg,Action,Thriller,,,,,
385,National Treasure,2059,11/19/2004,2004,11,19,/20MSnfTICmwvAs2YJTqcSTjwBDc.jpg,Adventure,Action,Thriller,Mystery,,,
386,The Expendables,27578,8/3/2010,2010,8,3,/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg,Thriller,Adventure,Action,,,,
387,Meet the Parents,1597,10/6/2000,2000,10,6,/jX9D6uVaYFZIwFMfD3pEPp4Lu6u.jpg,Comedy,Romance,,,,,
388,Wanted,8909,6/19/2008,2008,6,19,/rTvUr2ESdZ1Ht5zNbgUNmNEHyUT.jpg,Action,Thriller,Crime,,,,
389,The Talented Mr. Ripley,1213,12/25/1999,1999,12,25,/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg,Thriller,Crime,Drama,,,,
390,Planet Terror,1992,4/6/2007,2007,4,6,/30ANoUgvqQZ9tgCnM6OyJZUveaf.jpg,Horror,Action,Thriller,,,,
391,Searching for Sugar Man,84334,6/30/2012,2012,6,30,/3NpWidWIw0cQAzmNHWgu9dqaJ7v.jpg,Documentary,Music,,,,,
392,Speed,1637,6/9/1994,1994,6,9,/o1Zs7VaS9y2GYH9CLeWxaVLWd3x.jpg,Action,Adventure,Crime,,,,
393,Charlie and the Chocolate Factory,118,7/13/2005,2005,7,13,/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,Adventure,Comedy,Family,Fantasy,,,
394,Gremlins,927,6/7/1984,1984,6,7,/72Y1X9pMSjXQ7mKB6pBEoMhL0OQ.jpg,Fantasy,Horror,Comedy,,,,
395,Gangster Squad,82682,1/10/2013,2013,1,10,/vGJgGTOqJMRwjIGvLc0A1EYX7cG.jpg,Crime,Drama,Action,Thriller,,,
396,Wet Hot American Summer,2171,7/27/2001,2001,7,27,/dVdHnfcLZFSscEUZqCzctwOVjC0.jpg,Comedy,,,,,,
397,Pirates of the Caribbean: On Stranger Tides,1865,5/14/2011,2011,5,14,/8fxendLObfOewRllxiM4X9Ey7S4.jpg,Adventure,Action,Fantasy,,,,
398,Ocean's Twelve,163,12/9/2004,2004,12,9,/4y8WH1lIpXp0qxUWkYmObhuMRIU.jpg,Thriller,Crime,,,,,
399,2012,14161,10/10/2009,2009,10,10,/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,Action,Adventure,Science Fiction,,,,
400,Stranger Than Fiction,1262,9/9/2006,2006,9,9,/frsmEKSW2T0lx5sU4w3m3GwPeeS.jpg,Comedy,Drama,Fantasy,Romance,,,
401,Austin Powers: International Man of Mystery,816,5/2/1997,1997,5,2,/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg,Science Fiction,Comedy,Crime,,,,
402,Chicken Run,7443,6/21/2000,2000,6,21,/8XgmIsbpVamdhwcNVsYzohFZTtT.jpg,Animation,Comedy,Family,,,,
403,Madagascar,953,5/25/2005,2005,5,25,/uHkmbxb70IQhV4q94MiBe9dqVqv.jpg,Family,Animation,Adventure,Comedy,,,
404,There's Something About Mary,544,7/15/1998,1998,7,15,/g03pwohXHOI75InM3zraiaEGguO.jpg,Romance,Comedy,,,,,
405,American Gangster,4982,11/2/2007,2007,11,2,/8sV6nWuKczuXRt0C6EWoXqJAj6G.jpg,Drama,Crime,,,,,
406,One Hundred and One Dalmatians,12230,1/25/1961,1961,1,25,/9klDisS1sVb5LljRhpYJ0TUbPzt.jpg,Adventure,Animation,Comedy,Family,,,
407,Green Lantern,44912,6/16/2011,2011,6,16,/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,Adventure,Action,Thriller,Science Fiction,,,
408,The Overnight,308024,6/19/2015,2015,6,19,/fqwFjHmVV7hBtH0YOnPM5WJNmKS.jpg,Comedy,Mystery,,,,,
409,Rambo: First Blood Part II,1369,5/21/1985,1985,5,21,/lIyUiHted0eWUceCx2ZHLnQGmgy.jpg,Action,Adventure,Thriller,War,,,
410,Gladiator,98,5/1/2000,2000,5,1,/ehGpN04mLJIrSnxcZBMvHeG0eDc.jpg,Action,Drama,Adventure,,,,
411,Thor,10195,4/21/2011,2011,4,21,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,Adventure,Fantasy,Action,,,,
412,"South Park: Bigger, Longer & Uncut",9473,6/30/1999,1999,6,30,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,Animation,Comedy,,,,,
413,X-Men: The Last Stand,36668,5/24/2006,2006,5,24,/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,Adventure,Action,Science Fiction,Thriller,,,
414,American Graffiti,838,8/1/1973,1973,8,1,/oIJHfGsN57GDyyn60LX1e5BDU5z.jpg,Comedy,Drama,,,,,
415,Snow White and the Seven Dwarfs,408,12/21/1937,1937,12,21,/4UvFMz8Ys0TaTTxma5e2tKj8u61.jpg,Fantasy,Animation,Family,,,,
416,The Simpsons Movie,35,7/25/2007,2007,7,25,/s3b8TZWwmkYc2KoJ5zk77qB6PzY.jpg,Animation,Comedy,Family,,,,
417,Animal House,8469,7/27/1978,1978,7,27,/fWooBbipMRIKeSRhEzmeaDV0T8H.jpg,Comedy,,,,,,
418,Rain Man,380,12/11/1988,1988,12,11,/8L6EMburnnVx8cvQmhGgC826JNc.jpg,Drama,,,,,,
419,Hot Rod,10074,8/3/2007,2007,8,3,/jRkt03dXCVKnbvcQm3ygU1cjg9Y.jpg,Action,Comedy,,,,,
420,Ocean's Thirteen,298,6/6/2007,2007,6,6,/5Hjp3pOvvO4DBAId3dxUsuIpfEm.jpg,Crime,Thriller,,,,,
421,Troy,652,5/3/2004,2004,5,3,/zda0VWRKHnUSX7B7NOPqVUlu9zK.jpg,Adventure,History,War,,,,
422,Forgetting Sarah Marshall,9870,4/17/2008,2008,4,17,/j2KXt3gObsAaRj9RKpCp8tiosTk.jpg,Comedy,Romance,Drama,,,,
423,The Pursuit of Happyness,1402,12/14/2006,2006,12,14,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,Drama,,,,,,
424,Liar Liar,1624,3/21/1997,1997,3,21,/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,Comedy,,,,,,
425,Wayne's World,8872,2/14/1992,1992,2,14,/rsgklbt5KxeuUuchehnLACxzisP.jpg,Music,Comedy,,,,,
426,Dawn of the Dead,924,3/19/2004,2004,3,19,/iBLQATsIkv005fvIhhbM4MvqhYp.jpg,Action,Horror,,,,,
427,Legally Blonde,8835,7/13/2001,2001,7,13,/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,Comedy,,,,,,
428,8 Mile,65,11/8/2002,2002,11,8,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,Music,Drama,,,,,
429,Splice,37707,10/6/2009,2009,10,6,/4oqaWnO3dKYAt3vZWAD4oLfOXOC.jpg,Horror,Thriller,Science Fiction,,,,
430,Jennifer's Body,19994,9/18/2009,2009,9,18,/48G2U0zmBh8mQ7gv8scC9xYIZSk.jpg,Comedy,Horror,,,,,
431,Superman Returns,1452,6/28/2006,2006,6,28,/qIegbn6DSUYmggfwxOBNOVS35q.jpg,Science Fiction,Action,Adventure,,,,
432,Wedding Crashers,9522,7/13/2005,2005,7,13,/qbOcWedTY8YNTv2b7yNePDkAGl6.jpg,Comedy,Romance,,,,,
433,Lemony Snicket's A Series of Unfortunate Events,11774,12/16/2004,2004,12,16,/r7S57FpBsCljWc9fBUo2Iy5XGew.jpg,Adventure,Comedy,Family,,,,
434,The Fast and the Furious: Tokyo Drift,9615,6/3/2006,2006,6,3,/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,Action,Crime,Drama,Thriller,,,
435,Scooby-Doo,9637,6/14/2002,2002,6,14,/98zsG0FX7z6R4i5q0HONLM21dpt.jpg,Mystery,Adventure,Comedy,,,,
436,Shrek the Third,810,5/17/2007,2007,5,17,/jaNe16gE9zdAYyVwRqmlmRKshHm.jpg,Fantasy,Adventure,Animation,Comedy,Family,,
437,The Happening,8645,6/11/2008,2008,6,11,/v1Cw6WaCjNqInpAzUwbXB4LGgoX.jpg,Thriller,Science Fiction,,,,,
438,Lady and the Tramp,10340,6/22/1955,1955,6,22,/wXKeGea4htM7Yz3yo7hYXbs3FhV.jpg,Family,Animation,Romance,,,,
439,The Princess Diaries,9880,8/3/2001,2001,8,3,/wA4lgl8gmoICSShviCkEB61nIBB.jpg,Comedy,Family,Romance,,,,
440,The Lovely Bones,7980,2/19/2009,2009,2,19,/q037kF34JCHKeoVSNVrv21Tj6Im.jpg,Fantasy,Drama,,,,,
441,Click,9339,6/23/2006,2006,6,23,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,Comedy,Drama,Fantasy,,,,
442,El Mariachi,9367,9/4/1992,1992,9,4,/zZYP9wJW6XAm806Z4V1olMBrAaH.jpg,Action,Crime,Thriller,,,,
443,Jerry Maguire,9390,12/13/1996,1996,12,13,/2FJFChUeEgYpCvsLfAMXjcFtFOy.jpg,Comedy,Drama,Romance,,,,
444,A Few Good Men,881,12/11/1992,1992,12,11,/rLOk4z9zL1tTukIYV56P94aZXKk.jpg,Drama,,,,,,
445,Fast Times at Ridgemont High,13342,8/13/1982,1982,8,13,/kBMHVEbMoV9TTzijZSUhAWYd2am.jpg,Comedy,Drama,,,,,
446,Yes Man,10201,12/9/2008,2008,12,9,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg,Comedy,,,,,,
447,DodgeBall: A True Underdog Story,9472,6/18/2004,2004,6,18,/yEOVrTOvVFtd0hsw2Sjfm2t6aVn.jpg,Comedy,,,,,,
448,The Italian Job,9654,5/30/2003,2003,5,30,/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,Action,Crime,,,,,
449,2 Fast 2 Furious,584,6/5/2003,2003,6,5,/qC167IbZpSrwX7wWgg3BeDQbTDr.jpg,Action,Crime,Thriller,,,,
450,Tron,97,7/9/1982,1982,7,9,/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,Science Fiction,Action,Adventure,,,,
451,Pokémon: The First Movie - Mewtwo Strikes Back,10228,7/18/1998,1998,7,18,/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg,Animation,Family,Adventure,Fantasy,Action,,
452,The Blind Side,22881,11/20/2009,2009,11,20,/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,Drama,,,,,,
453,The Adjustment Bureau,38050,3/3/2011,2011,3,3,/A4wKf04g4DCVAWC67uPGozIJPGw.jpg,Science Fiction,Thriller,Romance,,,,
454,Fantastic Four: Rise of the Silver Surfer,1979,6/13/2007,2007,6,13,/9wRfzTcMyyzkQxVDqBHv8RwuZOv.jpg,Adventure,Fantasy,Action,Thriller,,,
455,Happy Feet,9836,11/16/2006,2006,11,16,/za41IHkj6LnkilfTzv5B2qmthKD.jpg,Animation,Comedy,Family,,,,
456,The Karate Kid,1885,6/22/1984,1984,6,22,/kpDjt9N52zUZYMqe7TCCn04DZvp.jpg,Action,Family,Drama,,,,
457,Charlie's Angels,4327,11/2/2000,2000,11,2,/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,Action,Adventure,Comedy,Crime,Thriller,,
458,Con Air,1701,6/5/1997,1997,6,5,/xPvDtJcD9MYF15QBjIfrxlcddgV.jpg,Action,Thriller,Crime,,,,
459,Hulk,1927,6/19/2003,2003,6,19,/qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg,Action,Science Fiction,,,,,
460,The Boy in the Striped Pyjamas,14574,5/7/2008,2008,5,7,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,War,Drama,,,,,
461,Austin Powers: The Spy Who Shagged Me,817,6/8/1999,1999,6,8,/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg,Adventure,Comedy,Crime,Science Fiction,,,
462,Happy Gilmore,9614,2/16/1996,1996,2,16,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,Comedy,,,,,,
463,The Polar Express,5255,11/10/2004,2004,11,10,/zCuq1sy3xwbJJytFttp2qItqdc8.jpg,Animation,Family,Adventure,Fantasy,Comedy,,
464,Terminator 3: Rise of the Machines,296,7/2/2003,2003,7,2,/vvevzdYIrk2636maNW4qeWmlPFG.jpg,Action,Thriller,Science Fiction,,,,
465,The Illusionist,1491,8/18/2006,2006,8,18,/wlRNgr1AsodUmpUTl3eFz2Hfl20.jpg,Fantasy,Drama,Thriller,Romance,,,
466,The Mummy Returns,1734,5/4/2001,2001,5,4,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,Adventure,Action,Fantasy,,,,
467,Buried,26388,9/24/2010,2010,9,24,/cnKej6lJPeKRG4G4Iu4wKVu5RS6.jpg,Drama,Thriller,Mystery,,,,
468,Chicken Little,9982,11/4/2005,2005,11,4,/1wg65q3daTE8rGfaUhBxLdXk6NL.jpg,Animation,Family,Comedy,,,,
469,True Lies,36955,7/15/1994,1994,7,15,/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,Action,Thriller,,,,,
470,The Book of Eli,20504,1/11/2010,2010,1,11,/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg,Action,Thriller,Science Fiction,,,,
471,High School Musical,10947,1/20/2006,2006,1,20,/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg,Comedy,Drama,Music,Romance,,,
472,Cowboys & Aliens,49849,7/29/2011,2011,7,29,/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg,Action,Science Fiction,Thriller,Western,,,
473,Taken 2,82675,9/27/2012,2012,9,27,/ufl53tKfEEtAFbClksgfAS6nznT.jpg,Action,Crime,Thriller,,,,
474,American Pie 2,2770,8/10/2001,2001,8,10,/wa3vePBNEfAJtzXs8WFTyD7bliD.jpg,Comedy,Romance,,,,,
475,Project X,57214,3/1/2012,2012,3,1,/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,Comedy,,,,,,
476,Ghost Rider,1250,2/16/2007,2007,2,16,/1pyU94dAY7npDQCKuxCSyX9KthN.jpg,Thriller,Action,Fantasy,,,,
477,Spy Kids,10054,3/18/2001,2001,3,18,/urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg,Action,Comedy,Family,Adventure,,,
478,Salt,27576,7/21/2010,2010,7,21,/ppXyhOe8UCEOrBRSYqE3SkHwrcR.jpg,Action,Mystery,Thriller,,,,
479,National Treasure: Book of Secrets,6637,12/13/2007,2007,12,13,/xxoIBbvmTj1ZttzV439jAvoovTw.jpg,Action,Adventure,Mystery,Thriller,,,
480,Wallace & Gromit: The Curse of the Were-Rabbit,533,9/4/2005,2005,9,4,/cMQ2lNd7sBe6PCf6zF5QxrKzbRG.jpg,Adventure,Animation,Comedy,Family,,,
481,The Last of the Mohicans,9361,9/25/1992,1992,9,25,/fYVQRcgnOv998bKEplzrD3faGgt.jpg,Action,Adventure,Drama,History,Romance,War,
482,Hot Tub Time Machine,23048,3/26/2010,2010,3,26,/wjzbVXAes1acbh6k4OO5xVfy5.jpg,Science Fiction,Comedy,Adventure,,,,
483,Billy Madison,11017,2/10/1995,1995,2,10,/sOdgtJdFalL9kRKaeJItARLTAEq.jpg,Comedy,,,,,,
484,Across the Universe,4688,9/14/2007,2007,9,14,/447c8Te3DXC46rQvDEixKGO4dS6.jpg,Drama,Romance,Fantasy,,,,
485,National Lampoon's Christmas Vacation,5825,11/30/1989,1989,11,30,/64NKasFKx6aOTKRg4mv76l0IwZR.jpg,Comedy,,,,,,
486,Bridge to Terabithia,1265,2/16/2007,2007,2,16,/3xFxGodKPMFLheS8rujFSmLfcq4.jpg,Adventure,Drama,Family,,,,
487,Lara Croft: Tomb Raider,1995,6/11/2001,2001,6,11,/sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg,Adventure,Fantasy,Action,Thriller,,,
488,Jumper,8247,2/13/2008,2008,2,13,/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg,Action,Adventure,Science Fiction,,,,
489,A Christmas Story,850,11/18/1983,1983,11,18,/qE5ZcJQA0tSG1KCiy4Fv0W91dS7.jpg,Comedy,Family,,,,,
490,Get Smart,11665,6/19/2008,2008,6,19,/gpBK7S3ZooMAP8MhA1N5JvOHwUl.jpg,Action,Comedy,Thriller,,,,
491,Atlantis: The Lost Empire,10865,6/2/2001,2001,6,2,/8fUEFPUTF7kBMuKPiSQHxPvd8EZ.jpg,Animation,Family,Adventure,Science Fiction,,,
492,Grindhouse,285923,4/6/2007,2007,4,6,/5Su17vkNkDBh9B5LPwONRqkbry2.jpg,Action,Horror,Thriller,,,,
493,Percy Jackson & the Olympians: The Lightning Thief,32657,2/1/2010,2010,2,1,/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg,Adventure,Fantasy,Family,,,,
494,The Hunt for Red October,1669,3/2/1990,1990,3,2,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,Action,Adventure,Thriller,,,,
495,Date Night,35056,4/8/2010,2010,4,8,/oXwpl4mdd8MYPkUMggREzSf9c5R.jpg,Comedy,,,,,,
496,The Land Before Time,12144,11/18/1988,1988,11,18,/wSC2wxFj3ZgrIHlIaePeuHN4igo.jpg,Animation,Adventure,Family,,,,
497,Marley & Me,14306,12/25/2008,2008,12,25,/pnB6hjTKylb0Ve2nUWt16gzkErr.jpg,Comedy,Family,,,,,
498,Angels & Demons,13448,5/13/2009,2009,5,13,/uRBapeuwV8yy4in4BkETHBDmWkH.jpg,Thriller,Mystery,,,,,
499,Due Date,41733,11/4/2010,2010,11,4,/A0AoOIMjpx6UphAbMZXN02De6ZE.jpg,Comedy,Drama,,,,,
500,"Honey, I Shrunk the Kids",9354,6/23/1989,1989,6,23,/omQOzahi2NIeiYznNxHFDvNbvo6.jpg,Adventure,Comedy,Family,Science Fiction,,,
501,Meet the Fockers,693,12/22/2004,2004,12,22,/1kkx1qEmMOmBdPbJDoQDRmmCzlE.jpg,Comedy,Romance,,,,,
502,101 Dalmatians,11674,11/17/1996,1996,11,17,/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg,Family,Comedy,,,,,
503,Wall Street,10673,12/10/1987,1987,12,10,/2tQYq9ntzn2dEwDIGLBSipYPenv.jpg,Crime,Drama,,,,,
504,Sherlock: The Abominable Bride,379170,1/1/2016,2016,1,1,/EJe9ZNCmypWjQZ99cGsNvhC8t0.jpg,Crime,Drama,Mystery,,,,
505,The Green Hornet,40805,1/12/2011,2011,1,12,/q1fXWEoZXogYjAUy32pUc6NL2IH.jpg,Action,Crime,Comedy,,,,
506,Clash of the Titans,18823,4/1/2010,2010,4,1,/3W6QaC3Vz8UJhr6HRYuGfbNeJCs.jpg,Adventure,Fantasy,Action,,,,
507,A Knight's Tale,9476,5/11/2001,2001,5,11,/bBzCG34Iel2xgaioYakXd8auPgt.jpg,Adventure,Drama,Romance,Action,,,
508,Teenage Mutant Ninja Turtles,1498,3/30/1990,1990,3,30,/jKi5Q1kd6azoGI6hUJh0p0RxSmu.jpg,Science Fiction,Action,Adventure,Comedy,Family,,
509,Ghost,251,7/12/1990,1990,7,12,/hQtKB7wU2BDAtdnpGSzFCoZjKie.jpg,Fantasy,Drama,Thriller,Mystery,Romance,,
510,American Ultra,261392,8/19/2015,2015,8,19,/bi2MCDYvrZQPf1uXyvfVYPE57Mz.jpg,Comedy,Action,,,,,
511,The Informant!,11323,9/18/2009,2009,9,18,/qqcmJrzVx3Yx3IcBpqrgb2SK1Rx.jpg,Drama,Comedy,Crime,,,,
512,Role Models,15373,11/7/2008,2008,11,7,/ki79dSjh6Rr51xrsz4dT04UGxSU.jpg,Comedy,,,,,,
513,Lucky Number Slevin,186,2/24/2006,2006,2,24,/x21s3p5wPww534nYj1cWakTcqz4.jpg,Drama,Thriller,Crime,Mystery,,,
514,Knight and Day,37834,6/15/2010,2010,6,15,/a7JmOBMNj5erYTgt4u1mQgvHItu.jpg,Action,Comedy,,,,,
515,9,12244,8/19/2009,2009,8,19,/usfcQZRqdXTSSQ55esiPHJZKkIU.jpg,Action,Adventure,Animation,Science Fiction,Thriller,,
516,The SpongeBob SquarePants Movie,11836,11/14/2004,2004,11,14,/6sgo6TCakeL4KFwwcJyvkZ7zhMX.jpg,Animation,Comedy,Family,Fantasy,,,
517,King Jack,330916,4/1/2015,2015,4,1,/mguFl12DkIljwp8Kal04q04FeLw.jpg,Drama,,,,,,
518,Monster House,9297,7/21/2006,2006,7,21,/zCRPr4bkO3ae0U1134vJ39xZnAG.jpg,Animation,Comedy,Family,Fantasy,,,
519,Nick and Norah's Infinite Playlist,12182,10/3/2008,2008,10,3,/cndxWgZEHnSUtytrMjal97ye34E.jpg,Comedy,Drama,Music,,,,
520,White Chicks,12153,6/23/2004,2004,6,23,/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg,Comedy,Crime,,,,,
521,Nacho Libre,9353,6/16/2006,2006,6,16,/kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,Comedy,Family,,,,,
522,Blades of Glory,9955,3/30/2007,2007,3,30,/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg,Comedy,,,,,,
523,You Don't Mess with the Zohan,10661,6/5/2008,2008,6,5,/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,Comedy,Action,,,,,
524,Rocky II,1367,6/15/1979,1979,6,15,/a9UbfUELZHj96tBVWnKrDrtnQcr.jpg,Drama,,,,,,
525,My Cousin Vinny,10377,3/13/1992,1992,3,13,/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,Comedy,,,,,,
526,High School Musical 2,13649,8/17/2007,2007,8,17,/la2kiVWDm2vuB4APZDgCCmuBh4K.jpg,Comedy,Drama,Family,Music,Romance,TV,
527,The Bucket List,7350,12/25/2007,2007,12,25,/idbNSe8zsYKQL97dJApfOrDSdya.jpg,Drama,Comedy,,,,,
528,The A-Team,34544,6/9/2010,2010,6,9,/bkAWEx5g5tvRPjtDQyvIZ7LRxQm.jpg,Thriller,Action,Adventure,Comedy,Crime,,
529,Final Destination 2,9358,1/31/2003,2003,1,31,/sDsdhVmGzh4L56QvtLLinvXjDs3.jpg,Horror,Mystery,,,,,
530,Paranormal Activity 2,41436,10/20/2010,2010,10,20,/rgqe1pPLOdBDN5BJyXu0z0c5n9o.jpg,Horror,Thriller,,,,,
531,Harold & Kumar Go to White Castle,11282,5/30/2004,2004,5,30,/5vO7R4xYlDipTp8gzfRbWegO8eb.jpg,Comedy,Adventure,,,,,
532,Garfield,8920,6/10/2004,2004,6,10,/5hKlKh62yIR03XHZxwFs3EaIFfD.jpg,Animation,Comedy,Family,,,,
533,The Tourist,37710,12/8/2010,2010,12,8,/qwfUH9gnvaXwvVRsgbL4L2jpLUz.jpg,Action,Thriller,Romance,,,,
534,Bowling for Columbine,1430,10/9/2002,2002,10,9,/5AlgeysilsfLdEwlTlYO7fqgsLn.jpg,Documentary,,,,,,
535,Police Academy,9336,3/22/1984,1984,3,22,/CZoeavxfCWcoQP5zW6fTxgNKXy.jpg,Comedy,Crime,,,,,
536,"Dude, Where's My Car?",8859,12/15/2000,2000,12,15,/tc6sLnnaOZk08YndHd53aPlUast.jpg,Comedy,Science Fiction,,,,,
537,Evan Almighty,2698,6/9/2007,2007,6,9,/5vjH8oQFZXJ0gTOPsJKWidVsWmg.jpg,Fantasy,Comedy,Family,,,,
538,Enemy of the State,9798,11/20/1998,1998,11,20,/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,Action,Drama,Thriller,,,,
539,Mercury Rising,8838,4/3/1998,1998,4,3,/60AAso6I2TzQCy2SjqtzPni8csA.jpg,Action,Crime,Drama,Thriller,,,
540,The Judge,205587,10/8/2014,2014,10,8,/tefUxj4Gg9hgQNgfEYd7kJQrIlD.jpg,Drama,,,,,,
541,Death at a Funeral,2196,8/17/2007,2007,8,17,/xyTxrJnjbSJQzcbKIP6S1uqLuxy.jpg,Comedy,Drama,,,,,
542,Old School,11635,2/21/2003,2003,2,21,/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,Comedy,,,,,,
543,Bend It Like Beckham,455,4/11/2002,2002,4,11,/2dzSBmFWWqt8NbnubJKIWU21Y86.jpg,Comedy,Drama,Romance,,,,
544,Remember the Titans,10637,9/29/2000,2000,9,29,/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg,Drama,,,,,,
545,Funny People,20829,7/30/2009,2009,7,30,/gEYKD5cWCBGg8Za3hhwDBk3gEsP.jpg,Comedy,Drama,,,,,
546,The Bad Lieutenant: Port of Call - New Orleans,11699,5/21/2009,2009,5,21,/zRULXsd0rb1lVfnSyQkYPi2nLcB.jpg,Drama,Crime,,,,,
547,We Are Your Friends,301351,8/26/2015,2015,8,26,/k8SfiPoh3zUkDpHOT22ATegS2FU.jpg,Drama,Music,Romance,Comedy,,,
548,Let's Be Cops,193893,8/13/2014,2014,8,13,/pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg,Comedy,,,,,,
549,George of the Jungle,10603,7/15/1997,1997,7,15,/ppR9S93FqonVwBQHy4Sp6Lt1G2O.jpg,Adventure,Comedy,Family,Romance,,,
550,21,8065,3/27/2008,2008,3,27,/efG8Po57alqSlhqHU1lXJ3duG6t.jpg,Drama,Crime,,,,,
551,Get Him to the Greek,32823,6/4/2010,2010,6,4,/6g0li87w8LIK77QRUtOkQkM6bD7.jpg,Comedy,Adventure,Music,,,,
